 ticker_symbol | expiration_date | strike_price | side |  delta  | gamma  |  theta  |   vega   |   iv   |  bid   |  ask   | volume |   oi   | probability_of_profit | probability_of_touch | implied_move |  skew  | skew_delta | percentile_rank_iv | percentile_rank_delta | elasticity | notional_value_oi |       mid_price        | price_distance_to_strike |   computed_elasticity    |    delta_vega_ratio     | delta_status | gamma_status |           theta_status            | vega_status | iv_status | pop_status | pot_status |     pop_delta_consistency      |       delta_price_consistency       | bid_ask_consistency | skew_status |     skew_delta_status     |     elasticity_status      |             delta_vega_status              | iv_percentile_status | delta_percentile_status |                   status                   
 AAPL          | 2025-01-17      |       150.00 | Put  | -0.0040 | 0.0000 | -0.0110 |   0.8320 | 0.7670 |   0.04 |   0.11 |      1 |  15996 |                0.5894 |               0.0080 |       0.2007 | 0.7763 |    -0.9800 |             0.5164 |                0.3361 |     0.0000 |    239940000.0000 | 0.07500000000000000000 |                  -105.15 | -13.60800000000000000000 | -0.00480769230769230769 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-01-17      |       155.00 | Put  | -0.0110 | 0.0000 | -0.0310 |   2.1160 | 0.8210 |   0.05 |   0.35 |    156 |  16159 |                0.6574 |               0.0220 |       0.2149 | 0.8669 |    -0.9830 |             0.5574 |                0.4016 |     0.0000 |    250464500.0000 | 0.20000000000000000000 |                  -100.15 | -14.03325000000000000000 | -0.00519848771266540643 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-01-17      |       160.00 | Call |  0.9730 | 0.0010 | -0.0830 |   4.4410 | 0.9160 |  95.20 |  95.95 |     36 |   8630 |                0.9177 |               1.0000 |       0.2397 | 1.3314 |     0.9790 |             0.5902 |                0.7869 |     0.0010 |    138080000.0000 |    95.5750000000000000 |                   -95.15 |       2.5975511378498561 |  0.21909479846881333033 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       155.00 | Call |  0.9720 | 0.0010 | -0.0890 |   4.4900 | 0.9470 | 100.10 | 100.90 |      3 |   4775 |                0.9147 |               1.0000 |       0.2478 | 1.1535 |     0.9830 |             0.5984 |                0.7787 |     0.0010 |     74012500.0000 |   100.5000000000000000 |                  -100.15 |       2.4677194029850746 |  0.21648106904231625835 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       150.00 | Call |  0.9760 | 0.0010 | -0.0810 |   3.9490 | 0.9880 | 105.10 | 105.80 |    139 |  14063 |                0.9245 |               1.0000 |       0.2586 | 1.2881 |     0.9800 |             0.6230 |                0.7951 |     0.0010 |    210945000.0000 |   105.4500000000000000 |                  -105.15 |       2.3615590327169275 |  0.24715117751329450494 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        95.00 | Call |  0.9910 | 0.0000 | -0.0560 |   1.7080 | 1.0310 | 158.35 | 161.15 |      1 |   2532 |                0.9761 |               1.0000 |       0.2698 | 0.8606 |     0.9910 |             0.6393 |                0.8934 |     0.0000 |     24054000.0000 |   159.7500000000000000 |                  -160.15 |       1.5828084507042254 |  0.58021077283372365340 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       140.00 | Call |  0.9790 | 0.0010 | -0.0800 |   3.5080 | 1.0920 | 115.05 | 115.75 |      2 |   8148 |                0.9357 |               1.0000 |       0.2858 | 1.3753 |     0.9810 |             0.6557 |                0.8115 |     0.0010 |    114072000.0000 |   115.4000000000000000 |                  -115.15 |       2.1645740901213172 |  0.27907639680729760547 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       135.00 | Call |  0.9790 | 0.0000 | -0.0860 |   3.5810 | 1.1870 | 120.20 | 120.75 |      3 |   8427 |                0.9357 |               1.0000 |       0.3107 | 1.3337 |     0.9810 |             0.6885 |                0.8115 |     0.0000 |    113764500.0000 |   120.4750000000000000 |                  -120.15 |       2.0733915750155634 |  0.27338732197710136833 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       130.00 | Call |  0.9820 | 0.0000 | -0.0770 |   3.1200 | 1.2050 | 125.00 | 125.70 |      2 |   7312 |                0.9417 |               1.0000 |       0.3154 | 1.2724 |     0.9850 |             0.7049 |                0.8279 |     0.0000 |     95056000.0000 |   125.3500000000000000 |                  -125.15 |       1.9988615875548464 |  0.31474358974358974359 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       120.00 | Call |  0.9890 | 0.0000 | -0.0540 |   2.0680 | 1.5100 | 134.90 | 136.70 |      3 |   7760 |                0.9678 |               1.0000 |       0.3952 | 1.5795 |     0.9900 |             0.7459 |                0.8607 |     0.0000 |     93120000.0000 |   135.8000000000000000 |                  -135.15 |       1.8581984536082474 |  0.47823984526112185687 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        70.00 | Call |  0.9950 | 0.0000 | -0.0380 |   0.9660 | 1.5470 | 183.25 | 186.10 |     92 |   1041 |                0.9888 |               1.0000 |       0.4049 | 1.0000 |     0.9950 |             0.7623 |                0.9344 |     0.0000 |      7287000.0000 |   184.6750000000000000 |                  -185.15 |       1.3747082712873968 |      1.0300207039337474 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       105.00 | Call |  0.9890 | 0.0000 | -0.0640 |   2.1040 | 1.5890 | 149.80 | 150.90 |     32 |    596 |                0.9678 |               1.0000 |       0.4159 | 1.4037 |     0.9900 |             0.7787 |                0.8607 |     0.0000 |      6258000.0000 |   150.3500000000000000 |                  -150.15 |       1.6783727968074493 |  0.47005703422053231939 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       110.00 | Call |  0.9900 | 0.0000 | -0.0540 |   1.8810 | 1.5930 | 144.95 | 146.15 |     21 |   1563 |                0.9731 |               1.0000 |       0.4169 | 1.4819 |     0.9910 |             0.7869 |                0.8770 |     0.0000 |     17193000.0000 |   145.5500000000000000 |                  -145.15 |       1.7354757815183786 |  0.52631578947368421053 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        60.00 | Call |  0.9940 | 0.0000 | -0.0560 |   1.2200 | 1.8030 | 193.25 | 196.05 |      2 |    535 |                0.9843 |               1.0000 |       0.4719 | 1.0446 |     0.9940 |             0.8115 |                0.9180 |     0.0000 |      3210000.0000 |   194.6500000000000000 |                  -195.15 |       1.3029493963524274 |  0.81475409836065573770 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |       100.00 | Call |  0.9920 | 0.0000 | -0.0500 |   1.6210 | 1.8270 | 154.80 | 156.55 |    344 |   5015 |                0.9798 |               1.0000 |       0.4781 | 1.6040 |     0.9920 |             0.8197 |                0.9016 |     0.0000 |     50150000.0000 |   155.6750000000000000 |                  -155.15 |       1.6258795567689096 |  0.61196792103639728563 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        55.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 1.8270 |   0.00 |   0.01 |    506 |   2139 |                0.5295 |               0.0000 |       0.4781 | 0.8775 |    -0.9940 |             0.8197 |                0.0000 |            |     11764500.0000 | 0.00500000000000000000 |                  -200.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        80.00 | Call |  0.9930 | 0.0000 | -0.0480 |   1.2960 | 1.8420 | 173.50 | 176.40 |      7 |    345 |                0.9813 |               1.0000 |       0.4821 | 1.3214 |     0.9930 |             0.8361 |                0.9098 |     0.0000 |      2760000.0000 |   174.9500000000000000 |                  -175.15 |       1.4482077736496142 |  0.76620370370370370370 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        90.00 | Call |  0.9900 | 0.0000 | -0.0640 |   1.8260 | 1.9050 | 163.60 | 167.25 |      3 |    659 |                0.9731 |               1.0000 |       0.4986 | 1.5131 |     0.9900 |             0.8443 |                0.8770 |     0.0000 |      5931000.0000 |   165.4250000000000000 |                  -165.15 |       1.5269669034305577 |  0.54216867469879518072 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        65.00 | Call |  0.9980 | 0.0000 | -0.0170 |   0.4020 | 1.9170 | 188.30 | 191.15 |      2 |    485 |                0.9985 |               1.0000 |       0.5017 | 1.1739 |     0.9980 |             0.8525 |                0.9836 |     0.0000 |      3152500.0000 |   189.7250000000000000 |                  -190.15 |       1.3421515351166162 |      2.4825870646766169 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        85.00 | Call |  0.9850 | 0.0000 | -0.1030 |   2.6260 | 1.9480 | 169.30 | 171.30 |      1 |    365 |                0.9536 |               1.0000 |       0.5098 | 1.4713 |     0.9850 |             0.8689 |                0.8443 |     0.0000 |      3102500.0000 |   170.3000000000000000 |                  -170.15 |       1.4757648267762772 |  0.37509520182787509520 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        55.00 | Call |  0.9940 | 0.0000 | -0.0530 |   1.1120 | 2.0820 | 198.35 | 201.00 |      5 |   1444 |                0.9843 |               1.0000 |       0.5449 | 1.1396 |     0.9940 |             0.8770 |                0.9180 |     0.0000 |      7942000.0000 |   199.6750000000000000 |                  -200.15 |       1.2701595092024540 |  0.89388489208633093525 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        45.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 2.1350 |   0.00 |   0.01 |      5 |   2138 |                0.5295 |               0.0000 |       0.5588 | 0.8523 |    -0.9950 |             0.8852 |                0.0000 |            |      9621000.0000 | 0.00500000000000000000 |                  -210.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        40.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 2.2800 |   0.00 |   0.01 |     46 |   2550 |                0.5295 |               0.0000 |       0.5967 | 0.7478 |    -0.9980 |             0.8934 |                0.0000 |            |     10200000.0000 | 0.00500000000000000000 |                  -215.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        35.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 2.3610 |   0.00 |   0.01 |     39 |   3319 |                0.5295 |               0.0000 |       0.6179 | 0.6969 |    -0.9950 |             0.9016 |                0.0000 |            |     11616500.0000 | 0.00500000000000000000 |                  -220.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        45.00 | Call |  0.9950 | 0.0000 | -0.0590 |   1.0880 | 2.5050 | 208.00 | 211.40 |     34 |     45 |                0.9888 |               1.0000 |       0.6556 | 1.1733 |     0.9950 |             0.9098 |                0.9344 |     0.0000 |       202500.0000 |   209.7000000000000000 |                  -210.15 |       1.2106545064377682 |  0.91452205882352941176 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        30.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 2.6640 |   0.00 |   0.01 |     27 |   1848 |                0.5295 |               0.0000 |       0.6972 | 0.9996 |    -0.9960 |             0.9180 |                0.0000 |            |      5544000.0000 | 0.00500000000000000000 |                  -225.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        30.00 | Call |  0.9960 | 0.0000 | -0.0500 |   0.7690 | 2.6650 | 222.90 | 226.20 |     63 |     44 |                0.9925 |               1.0000 |       0.6975 | 1.0004 |     0.9960 |             0.9262 |                0.9590 |     0.0000 |       132000.0000 |   224.5500000000000000 |                  -225.15 |       1.1317274549098196 |      1.2951885565669701 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        25.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 2.7700 |   0.00 |   0.01 |     17 |   5141 |                0.5295 |               0.0000 |       0.7249 | 0.7038 |    -0.9960 |             0.9344 |                0.0000 |            |     12852500.0000 | 0.00500000000000000000 |                  -230.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        20.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 3.0470 |   0.00 |   0.01 |     22 |   2006 |                0.5295 |               0.0000 |       0.7974 | 0.7314 |    -0.9970 |             0.9426 |                0.0000 |            |      4012000.0000 | 0.00500000000000000000 |                  -235.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        40.00 | Call |  0.9980 | 0.0000 | -0.0180 |   0.3500 | 3.0490 | 213.75 | 216.05 |     55 |     40 |                0.9985 |               1.0000 |       0.7980 | 1.3373 |     0.9980 |             0.9508 |                0.9836 |     0.0000 |       160000.0000 |   214.9000000000000000 |                  -215.15 |       1.1849218241042345 |      2.8514285714285714 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        35.00 | Call |  0.9950 | 0.0000 | -0.0600 |   0.9610 | 3.3880 | 218.05 | 222.00 |     66 |     39 |                0.9888 |               1.0000 |       0.8867 | 1.4350 |     0.9950 |             0.9590 |                0.9344 |     0.0000 |       136500.0000 |   220.0250000000000000 |                  -220.15 |       1.1538427451425974 |      1.0353798126951093 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        15.00 | Put  |  0.0000 | 0.0000 |  0.0000 |   0.0000 | 3.4130 |   0.00 |   0.01 |     24 |    175 |                0.5295 |               0.0000 |       0.8932 | 0.7277 |    -1.0000 |             0.9672 |                0.0000 |            |       262500.0000 | 0.00500000000000000000 |                  -240.15 |   0.00000000000000000000 |                         |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            | Error: Delta/Vega Ratio Computation Failed |                      |                         | Error: Delta/Vega Ratio Computation Failed
 AAPL          | 2025-01-17      |        25.00 | Call |  0.9960 | 0.0000 | -0.0530 |   0.7420 | 3.9360 | 228.00 | 231.90 |     43 |     77 |                0.9925 |               1.0000 |       1.0301 | 1.4209 |     0.9960 |             0.9754 |                0.9590 |     0.0000 |       192500.0000 |   229.9500000000000000 |                  -230.15 |       1.1051506849315068 |      1.3423180592991914 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-01-17      |        20.00 | Call |  0.9970 | 0.0000 | -0.0480 |   0.6210 | 4.1660 | 233.65 | 235.95 |     18 |     69 |                0.9955 |               1.0000 |       1.0903 | 1.3672 |     0.9970 |             0.9836 |                0.9754 |     0.0000 |       138000.0000 |   234.8000000000000000 |                  -235.15 |       1.0834094974446337 |      1.6054750402576490 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        90.00 | Put  | -0.0060 | 0.0000 | -0.0110 |   2.2070 | 0.9450 |   0.04 |   0.50 |      2 |     79 |                0.6178 |               0.0120 |       0.4640 | 0.8882 |    -0.9900 |             0.7760 |                0.1520 |     0.0000 |       711000.0000 | 0.27000000000000000000 |                  -165.15 |  -5.67000000000000000000 | -0.00271862256456728591 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |       105.00 | Call |  0.9780 | 0.0000 | -0.0430 |   6.6850 | 0.9680 | 150.15 | 152.45 |     20 |    120 |                0.9304 |               1.0000 |       0.4753 | 1.3188 |     0.9820 |             0.7840 |                0.8640 |     0.0000 |      1260000.0000 |   151.3000000000000000 |                  -150.15 |       1.6492842035690681 |  0.14629768137621540763 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        85.00 | Put  | -0.0060 | 0.0000 | -0.0120 |   2.2080 | 1.0050 |   0.03 |   0.56 |      1 |     71 |                0.6178 |               0.0120 |       0.4935 | 0.8800 |    -0.9900 |             0.8000 |                0.1520 |     0.0000 |       603500.0000 | 0.29500000000000000000 |                  -170.15 |  -5.18949152542372881356 | -0.00271739130434782609 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        60.00 | Put  | -0.0040 | 0.0000 | -0.0100 |   1.5060 | 1.0060 |   0.00 |   0.05 |     40 |    393 |                0.5894 |               0.0080 |       0.4940 | 0.7452 |    -0.9970 |             0.8080 |                0.0640 |     0.0000 |      2358000.0000 | 0.02500000000000000000 |                  -195.15 | -40.82400000000000000000 | -0.00265604249667994688 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        80.00 | Call |  0.9890 | 0.0000 | -0.0290 |   3.7540 | 1.0280 | 173.80 | 177.00 |      1 |     38 |                0.9678 |               1.0000 |       0.5048 | 1.2123 |     0.9900 |             0.8160 |                0.9120 |     0.0000 |       304000.0000 |   175.4000000000000000 |                  -175.15 |       1.4386736031927024 |  0.26345231752797016516 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        55.00 | Put  | -0.0040 | 0.0000 | -0.0110 |   1.4670 | 1.0530 |   0.01 |   0.03 |      1 |    821 |                0.5894 |               0.0080 |       0.5170 | 0.7307 |    -0.9980 |             0.8240 |                0.0640 |     0.0000 |      4515500.0000 | 0.02000000000000000000 |                  -200.15 | -51.03000000000000000000 | -0.00272665303340149966 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        90.00 | Call |  0.9840 | 0.0000 | -0.0370 |   5.0990 | 1.0640 | 164.80 | 167.10 |      1 |     97 |                0.9521 |               1.0000 |       0.5224 | 1.1259 |     0.9900 |             0.8320 |                0.8800 |     0.0000 |       873000.0000 |   165.9500000000000000 |                  -165.15 |       1.5129111178065682 |  0.19297901549323396744 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        50.00 | Put  | -0.0040 | 0.0000 | -0.0100 |   1.3450 | 1.1180 |   0.00 |   0.04 |    100 |   1116 |                0.5894 |               0.0080 |       0.5490 | 0.6867 |    -0.9960 |             0.8400 |                0.0640 |     0.0000 |      5580000.0000 | 0.02000000000000000000 |                  -205.15 | -51.03000000000000000000 | -0.00297397769516728625 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        85.00 | Call |  0.9840 | 0.0000 | -0.0380 |   5.0000 | 1.1420 | 170.20 | 171.75 |      1 |    196 |                0.9521 |               1.0000 |       0.5607 | 1.1363 |     0.9900 |             0.8480 |                0.8800 |     0.0000 |      1666000.0000 |   170.9750000000000000 |                  -170.15 |       1.4684462640736950 |  0.19680000000000000000 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        45.00 | Put  | -0.0050 | 0.0000 | -0.0160 |   1.8330 | 1.1900 |   0.00 |   0.28 |      1 |     32 |                0.6058 |               0.0100 |       0.5843 | 0.7346 |    -1.0000 |             0.8560 |                0.1040 |     0.0000 |       144000.0000 | 0.14000000000000000000 |                  -210.15 |  -9.11250000000000000000 | -0.00272776868521549373 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        70.00 | Call |  0.9900 | 0.0000 | -0.0270 |   3.2540 | 1.2300 | 184.15 | 186.85 |      2 |    116 |                0.9731 |               1.0000 |       0.6039 | 1.3355 |     0.9910 |             0.8640 |                0.9200 |     0.0000 |       812000.0000 |   185.5000000000000000 |                  -185.15 |       1.3617169811320755 |  0.30424093423478795329 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        40.00 | Put  | -0.0040 | 0.0000 | -0.0160 |   1.6860 | 1.2310 |   0.00 |   0.03 |      5 |     45 |                0.5894 |               0.0080 |       0.6044 | 0.8158 |    -1.0000 |             0.8720 |                0.0640 |     0.0000 |       180000.0000 | 0.01500000000000000000 |                  -215.15 | -68.04000000000000000000 | -0.00237247924080664294 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        75.00 | Call |  0.9900 | 0.0000 | -0.0280 |   3.4970 | 1.2430 | 179.60 | 182.00 |     10 |     23 |                0.9731 |               1.0000 |       0.6103 | 1.3919 |     0.9910 |             0.8800 |                0.9200 |     0.0000 |       172500.0000 |   180.8000000000000000 |                  -180.15 |       1.3971155973451327 |  0.28309979982842436374 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        65.00 | Call |  0.9910 | 0.0000 | -0.0270 |   3.1600 | 1.3170 | 188.50 | 192.50 |     40 |     40 |                0.9761 |               1.0000 |       0.6467 | 1.3549 |     0.9920 |             0.8880 |                0.9360 |     0.0000 |       260000.0000 |   190.5000000000000000 |                  -190.15 |       1.3273157480314961 |  0.31360759493670886076 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        60.00 | Call |  0.9930 | 0.0000 | -0.0230 |   2.5490 | 1.3500 | 193.30 | 197.35 |      1 |     19 |                0.9813 |               1.0000 |       0.6629 | 1.3419 |     0.9970 |             0.8960 |                0.9520 |     0.0000 |       114000.0000 |   195.3250000000000000 |                  -195.15 |       1.2971404070139511 |  0.38956453511180855237 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        55.00 | Call |  0.9940 | 0.0000 | -0.0200 |   2.1810 | 1.4410 | 198.80 | 201.80 |      2 |     15 |                0.9843 |               1.0000 |       0.7076 | 1.3685 |     0.9980 |             0.9120 |                0.9600 |     0.0000 |        82500.0000 |   200.3000000000000000 |                  -200.15 |       1.2661962056914628 |  0.45575424117377349840 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
 AAPL          | 2025-03-21      |        30.00 | Put  | -0.0050 | 0.0000 | -0.0220 |   1.8480 | 1.4690 |   0.00 |   0.03 |      5 |      6 |                0.6058 |               0.0100 |       0.7213 |        |            |             0.9200 |                0.1040 |     0.0000 |        18000.0000 | 0.01500000000000000000 |                  -225.15 | -85.05000000000000000000 | -0.00270562770562770563 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        25.00 | Put  | -0.0050 | 0.0000 | -0.0220 |   1.7250 | 1.5950 |   0.00 |   0.27 |      5 |     19 |                0.6058 |               0.0100 |       0.7832 |        |            |             0.9360 |                0.1040 |     0.0000 |        47500.0000 | 0.13500000000000000000 |                  -230.15 |  -9.45000000000000000000 | -0.00289855072463768116 |              |              |                                   |             |           |            |            |                                |                                     |                     |             |                           |                            |                                            |                      |                         | Valid
 AAPL          | 2025-03-21      |        45.00 | Call |  0.9950 | 0.0000 | -0.0180 |   1.7910 | 1.6200 | 208.70 | 211.65 |      1 |      0 |                0.9888 |               1.0000 |       0.7954 | 1.3613 |     1.0000 |             0.9440 |                0.9680 |     0.0000 |            0.0000 |   210.1750000000000000 |                  -210.15 |       1.2079184013322231 |  0.55555555555555555556 |              |              |                                   |             |           |            |            |                                | Error: ITM Call with Negative Delta |                     |             |                           |                            |                                            |                      |                         | Error: ITM Call with Negative Delta
